y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
01,96,AL,AL Total Migration-US and Foreign,56212,108674,4021978
01,97,AL,AL Total Migration-US,55653,107306,3981924
01,98,AL,AL Total Migration-Foreign,559,1368,40054
01,97,AL,AL Total Migration-Same State,63832,119588,3790740
01,01,AL,AL Non-migrants,1670844,3472380,134752668
01,13,GA,Georgia,8895,17200,603840
01,12,FL,Florida,8102,15094,545215
01,47,TN,Tennessee,4776,8923,336290
01,48,TX,Texas,3925,7799,286378
01,28,MS,Mississippi,3014,5669,170188
01,06,CA,California,2768,5422,253786
01,37,NC,North Carolina,1739,3381,125813
01,51,VA,Virginia,1540,3274,150479
01,22,LA,Louisiana,1522,2930,121355
01,17,IL,Illinois,1452,2770,113261
01,08,CO,Colorado,1275,2474,108600
01,36,NY,New York,1128,2035,73440
01,39,OH,Ohio,1125,2090,72640
01,45,SC,South Carolina,1005,1939,70800
01,53,WA,Washington,925,1959,78258
01,26,MI,Michigan,918,1691,53919
01,18,IN,Indiana,889,1697,51170
01,21,KY,Kentucky,883,1754,53700
01,04,AZ,Arizona,832,1664,62804
01,29,MO,Missouri,797,1536,52462
01,42,PA,Pennsylvania,776,1472,55698
01,24,MD,Maryland,697,1334,57408
01,57,FR,Foreign,559,1368,40054
01,05,AR,Arkansas,499,943,32419
01,40,OK,Oklahoma,452,955,28538
01,32,NV,Nevada,438,846,34626
01,55,WI,Wisconsin,432,752,26309
01,34,NJ,New Jersey,414,765,32423
01,20,KS,Kansas,402,863,26340
01,41,OR,Oregon,336,635,20903
01,27,MN,Minnesota,334,608,29693
01,25,MA,Massachusetts,322,559,26978
01,49,UT,Utah,319,709,27155
01,19,IA,Iowa,307,607,20847
01,35,NM,New Mexico,259,549,20703
01,15,HI,Hawaii,248,593,16661
01,02,AK,Alaska,233,518,17161
01,09,CT,Connecticut,228,422,22341
01,31,NE,Nebraska,180,396,14099
01,16,ID,Idaho,171,394,9445
01,54,WV,West Virginia,169,329,10119
01,30,MT,Montana,125,256,8559
01,33,NH,New Hampshire,114,240,9445
01,23,ME,Maine,108,200,5771
01,11,DC,District Of Columbia,108,146,10129
01,38,ND,North Dakota,104,213,8050
01,56,WY,Wyoming,98,201,6277
01,10,DE,Delaware,89,187,7596
01,46,SD,South Dakota,71,125,3901
01,44,RI,Rhode Island,62,109,5317
01,50,VT,Vermont,48,79,2616
02,96,AK,AK Total Migration-US and Foreign,14745,27607,973284
02,97,AK,AK Total Migration-US,14307,26567,944024
02,98,AK,AK Total Migration-Foreign,438,1040,29260
02,97,AK,AK Total Migration-Same State,6377,11742,438393
02,02,AK,AK Non-migrants,266296,535471,25519259
02,53,WA,Washington,1365,2444,103542
02,06,CA,California,1336,2296,90403
02,48,TX,Texas,1157,2379,82539
02,12,FL,Florida,715,1303,43641
02,04,AZ,Arizona,637,1199,46025
02,41,OR,Oregon,634,1070,38007
02,08,CO,Colorado,618,1130,44001
02,13,GA,Georgia,463,978,27339
02,37,NC,North Carolina,454,947,26757
02,57,FR,Foreign,438,1040,29260
02,51,VA,Virginia,394,754,29879
02,49,UT,Utah,346,683,20796
02,16,ID,Idaho,319,549,19011
02,32,NV,Nevada,311,554,19775
02,36,NY,New York,310,492,19561
02,30,MT,Montana,309,569,20272
02,15,HI,Hawaii,289,582,22163
02,27,MN,Minnesota,264,430,15826
02,47,TN,Tennessee,256,522,16117
02,39,OH,Ohio,256,427,15782
02,42,PA,Pennsylvania,251,430,17385
02,26,MI,Michigan,244,412,13739
02,17,IL,Illinois,224,380,17071
02,29,MO,Missouri,214,427,12822
02,55,WI,Wisconsin,211,357,14361
02,40,OK,Oklahoma,204,458,12425
02,01,AL,Alabama,199,453,11162
02,45,SC,South Carolina,189,337,10316
02,20,KS,Kansas,183,431,11860
02,24,MD,Maryland,168,311,11723
02,35,NM,New Mexico,159,313,10315
02,21,KY,Kentucky,157,351,8958
02,22,LA,Louisiana,152,280,8586
02,18,IN,Indiana,143,283,9807
02,34,NJ,New Jersey,119,185,6551
02,05,AR,Arkansas,104,205,5998
02,25,MA,Massachusetts,103,151,6773
02,56,WY,Wyoming,100,191,7052
02,28,MS,Mississippi,90,157,4633
02,38,ND,North Dakota,90,164,5568
02,19,IA,Iowa,80,122,4164
02,46,SD,South Dakota,74,151,5847
02,31,NE,Nebraska,70,135,4785
02,09,CT,Connecticut,69,105,3648
02,23,ME,Maine,60,104,3690
02,54,WV,West Virginia,51,108,2493
02,33,NH,New Hampshire,49,83,2995
02,50,VT,Vermont,41,55,2114
02,11,DC,District Of Columbia,26,37,2185
02,10,DE,Delaware,26,45,2034
02,44,RI,Rhode Island,24,38,1528
04,96,AZ,AZ Total Migration-US and Foreign,131212,226615,12760040
04,97,AZ,AZ Total Migration-US,130273,224640,12701020
04,98,AZ,AZ Total Migration-Foreign,939,1975,59020
04,97,AZ,AZ Total Migration-Same State,51833,92535,3194968
04,04,AZ,AZ Non-migrants,2665355,5315062,245226628
04,06,CA,California,32864,57857,3299502
04,53,WA,Washington,9204,16600,1068058
04,48,TX,Texas,8008,14401,724601
04,17,IL,Illinois,6353,10558,746742
04,08,CO,Colorado,6230,10295,657465
04,41,OR,Oregon,4433,7549,484817
04,32,NV,Nevada,4333,7617,354512
04,12,FL,Florida,4239,6837,381638
04,35,NM,New Mexico,3254,5727,204483
04,36,NY,New York,3226,4964,299422
04,27,MN,Minnesota,3171,5181,426823
04,49,UT,Utah,3144,6065,271178
04,26,MI,Michigan,2799,4628,227705
04,55,WI,Wisconsin,2503,4181,199796
04,39,OH,Ohio,2475,3984,213670
04,42,PA,Pennsylvania,2065,3292,215676
04,13,GA,Georgia,1887,3391,150223
04,29,MO,Missouri,1886,3075,163228
04,18,IN,Indiana,1868,3099,145514
04,37,NC,North Carolina,1860,3390,131183
04,51,VA,Virginia,1837,3273,209568
04,16,ID,Idaho,1758,3331,132601
04,19,IA,Iowa,1430,2325,132879
04,34,NJ,New Jersey,1423,2258,201904
04,47,TN,Tennessee,1410,2435,109868
04,25,MA,Massachusetts,1233,1868,144217
04,30,MT,Montana,1172,2037,103040
04,31,NE,Nebraska,1126,1916,144028
04,20,KS,Kansas,1124,1943,114482
04,15,HI,Hawaii,1055,1918,84228
04,24,MD,Maryland,1054,1737,97295
04,02,AK,Alaska,1013,1839,88176
04,40,OK,Oklahoma,957,1688,56071
04,57,FR,Foreign,939,1975,59020
04,46,SD,South Dakota,846,1477,66000
04,45,SC,South Carolina,825,1505,114107
04,38,ND,North Dakota,694,1179,56410
04,56,WY,Wyoming,655,1167,60310
04,21,KY,Kentucky,643,1130,51644
04,09,CT,Connecticut,632,933,99965
04,22,LA,Louisiana,628,1071,38560
04,01,AL,Alabama,606,1121,42884
04,05,AR,Arkansas,535,889,34819
04,33,NH,New Hampshire,333,527,36494
04,28,MS,Mississippi,306,526,15679
04,23,ME,Maine,293,468,23023
04,44,RI,Rhode Island,195,329,13705
04,10,DE,Delaware,182,309,18229
04,54,WV,West Virginia,174,282,10251
04,11,DC,District Of Columbia,171,224,25119
04,50,VT,Vermont,161,244,9228
05,96,AR,AR Total Migration-US and Foreign,37910,72789,2489086
05,97,AR,AR Total Migration-US,37684,72312,2476660
05,98,AR,AR Total Migration-Foreign,226,477,12426
05,97,AR,AR Total Migration-Same State,45917,86695,2232341
05,05,AR,AR Non-migrants,1006961,2122246,83324601
05,48,TX,Texas,7182,13568,492380
05,06,CA,California,3311,6728,262375
05,29,MO,Missouri,3157,5859,165310
05,40,OK,Oklahoma,2774,5260,129090
05,47,TN,Tennessee,1970,3696,116940
05,12,FL,Florida,1818,3312,110595
05,22,LA,Louisiana,1490,2872,88828
05,08,CO,Colorado,1324,2574,105360
05,17,IL,Illinois,1197,2221,91750
05,04,AZ,Arizona,1009,1951,54846
05,28,MS,Mississippi,1005,1903,49227
05,13,GA,Georgia,797,1500,59186
05,20,KS,Kansas,756,1421,59018
05,53,WA,Washington,718,1479,57611
05,37,NC,North Carolina,578,1102,41482
05,26,MI,Michigan,518,1005,32885
05,51,VA,Virginia,493,1007,44972
05,39,OH,Ohio,480,893,34849
05,36,NY,New York,476,892,33387
05,01,AL,Alabama,471,896,29428
05,32,NV,Nevada,438,861,26786
05,18,IN,Indiana,424,871,22642
05,41,OR,Oregon,395,809,35405
05,19,IA,Iowa,390,737,23468
05,55,WI,Wisconsin,384,727,26413
05,27,MN,Minnesota,365,697,31524
05,49,UT,Utah,363,867,21667
05,42,PA,Pennsylvania,334,661,22756
05,21,KY,Kentucky,311,558,17819
05,45,SC,South Carolina,284,514,17401
05,16,ID,Idaho,246,543,15817
05,35,NM,New Mexico,242,479,14333
05,31,NE,Nebraska,234,430,13076
05,24,MD,Maryland,234,454,18435
05,57,FR,Foreign,226,477,12426
05,34,NJ,New Jersey,187,355,16738
05,15,HI,Hawaii,162,369,8741
05,25,MA,Massachusetts,154,265,10890
05,30,MT,Montana,144,299,6962
05,02,AK,Alaska,131,267,10169
05,56,WY,Wyoming,122,248,7617
05,46,SD,South Dakota,111,215,7101
05,09,CT,Connecticut,96,194,11723
05,38,ND,North Dakota,83,170,5127
05,54,WV,West Virginia,79,129,3374
05,33,NH,New Hampshire,55,112,4114
05,23,ME,Maine,51,111,2360
05,11,DC,District Of Columbia,44,57,8545
05,10,DE,Delaware,43,82,2457
05,44,RI,Rhode Island,33,62,2424
05,50,VT,Vermont,21,30,1259
06,96,CA,CA Total Migration-US and Foreign,259058,405166,28736150
06,97,CA,CA Total Migration-US,254935,396571,28473510
06,98,CA,CA Total Migration-Foreign,4123,8595,262639
06,97,CA,CA Total Migration-Same State,523178,880978,60779255
06,06,CA,CA Non-migrants,15187730,30007256,1874895881
06,48,TX,Texas,23316,39032,2476091
06,36,NY,New York,19708,26821,3386400
06,53,WA,Washington,18275,29096,2972701
06,04,AZ,Arizona,16115,25677,1240884
06,32,NV,Nevada,14518,23983,1249124
06,12,FL,Florida,13064,19928,1580066
06,17,IL,Illinois,11280,16642,1440823
06,41,OR,Oregon,10550,15806,981853
06,08,CO,Colorado,9895,14929,1046599
06,51,VA,Virginia,8352,14156,815307
06,25,MA,Massachusetts,8334,11233,1074203
06,42,PA,Pennsylvania,6787,9522,730674
06,34,NJ,New Jersey,6746,10203,954080
06,13,GA,Georgia,6632,10595,614650
06,37,NC,North Carolina,6495,10734,534074
06,26,MI,Michigan,5659,8477,922254
06,15,HI,Hawaii,4995,8642,460245
06,39,OH,Ohio,4975,7390,767879
06,24,MD,Maryland,4929,7629,484373
06,49,UT,Utah,4741,8032,451415
06,57,FR,Foreign,4123,8595,262639
06,27,MN,Minnesota,3454,5178,357184
06,47,TN,Tennessee,3450,5598,365767
06,29,MO,Missouri,3250,5084,271412
06,18,IN,Indiana,3139,4647,238103
06,16,ID,Idaho,2940,4998,251242
06,55,WI,Wisconsin,2773,4160,249363
06,09,CT,Connecticut,2736,3954,332275
06,35,NM,New Mexico,2390,3970,187594
06,45,SC,South Carolina,2288,3771,161483
06,40,OK,Oklahoma,2071,3580,130109
06,11,DC,District Of Columbia,2033,2566,260550
06,22,LA,Louisiana,1988,3177,136350
06,20,KS,Kansas,1759,2893,139742
06,01,AL,Alabama,1579,2556,111415
06,19,IA,Iowa,1552,2380,98480
06,21,KY,Kentucky,1354,2174,102794
06,05,AR,Arkansas,1348,2313,90588
06,30,MT,Montana,1175,1841,92189
06,02,AK,Alaska,1150,1972,72934
06,31,NE,Nebraska,1081,1758,76822
06,28,MS,Mississippi,868,1532,54499
06,44,RI,Rhode Island,848,1276,77851
06,33,NH,New Hampshire,775,1139,113882
06,23,ME,Maine,647,925,58349
06,56,WY,Wyoming,587,972,78347
06,38,ND,North Dakota,575,982,36129
