statefips,state,state_name,agi_stub,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,total_n1_1,total_n2_1,total_y1_agi_1,total_y2_agi_1,total_n1_2,total_n2_2,total_y1_agi_2,total_y2_agi_2,total_n1_3,total_n2_3,total_y1_agi_3,total_y2_agi_3,total_n1_4,total_n2_4,total_y1_agi_4,total_y2_agi_4,total_n1_5,total_n2_5,total_y1_agi_5,total_y2_agi_5,total_n1_6,total_n2_6,total_y1_agi_6,total_y2_agi_6,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,nonmig_n1_1,nonmig_n2_1,nonmig_y1_agi_1,nonmig_y2_agi_1,nonmig_n1_2,nonmig_n2_2,nonmig_y1_agi_2,nonmig_y2_agi_2,nonmig_n1_3,nonmig_n2_3,nonmig_y1_agi_3,nonmig_y2_agi_3,nonmig_n1_4,nonmig_n2_4,nonmig_y1_agi_4,nonmig_y2_agi_4,nonmig_n1_5,nonmig_n2_5,nonmig_y1_agi_5,nonmig_y2_agi_5,nonmig_n1_6,nonmig_n2_6,nonmig_y1_agi_6,nonmig_y2_agi_6,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,outflow_n1_1,outflow_n2_1,outflow_y1_agi_1,outflow_y2_agi_1,outflow_n1_2,outflow_n2_2,outflow_y1_agi_2,outflow_y2_agi_2,outflow_n1_3,outflow_n2_3,outflow_y1_agi_3,outflow_y2_agi_3,outflow_n1_4,outflow_n2_4,outflow_y1_agi_4,outflow_y2_agi_4,outflow_n1_5,outflow_n2_5,outflow_y1_agi_5,outflow_y2_agi_5,outflow_n1_6,outflow_n2_6,outflow_y1_agi_6,outflow_y2_agi_6,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,inflow_n1_1,inflow_n2_1,inflow_y1_agi_1,inflow_y2_agi_1,inflow_n1_2,inflow_n2_2,inflow_y1_agi_2,inflow_y2_agi_2,inflow_n1_3,inflow_n2_3,inflow_y1_agi_3,inflow_y2_agi_3,inflow_n1_4,inflow_n2_4,inflow_y1_agi_4,inflow_y2_agi_4,inflow_n1_5,inflow_n2_5,inflow_y1_agi_5,inflow_y2_agi_5,inflow_n1_6,inflow_n2_6,inflow_y1_agi_6,inflow_y2_agi_6,samest_n1_0,samest_n2_0,samest_y1_agi_0,samest_y2_agi_0,samest_n1_1,samest_n2_1,samest_y1_agi_1,samest_y2_agi_1,samest_n1_2,samest_n2_2,samest_y1_agi_2,samest_y2_agi_2,samest_n1_3,samest_n2_3,samest_y1_agi_3,samest_y2_agi_3,samest_n1_4,samest_n2_4,samest_y1_agi_4,samest_y2_agi_4,samest_n1_5,samest_n2_5,samest_y1_agi_5,samest_y2_agi_5,samest_n1_6,samest_n2_6,samest_y1_agi_6,samest_y2_agi_6
01,AL,Alabama,0,1707480,3615775,116286564,124099773,158061,238469,3513132,4360148,326592,727910,13663308,15472444,317756,887909,20638686,22624183,288623,684565,24645088,26576245,285888,534663,26841472,28690431,330560,542259,26984875,26376321,1590320,3381995,109625645,116845949,136323,206486,3029476,3745363,290756,653982,12163436,13747487,296001,830525,19329766,21171267,273475,651519,23397344,25249096,274241,514163,25649275,27439049,319524,525320,26056347,25493684,45116,86001,2707925,2913848,9077,12466,197634,260708,14618,28147,675367,703539,8016,21179,526553,572650,4942,10594,437865,439341,3907,6742,470695,515478,4556,6873,399809,422129,53546,107903,3364133,3653733,8789,12596,201604,251877,15781,32283,713195,812488,9866,27280,691898,756246,7069,15802,617553,672840,6144,10811,643183,697296,5897,9131,496697,462982,63614,125877,3296785,3600090,12949,19387,282051,362907,20055,41645,786676,912467,11889,30104,617021,696668,8079,17244,630191,654308,5503,9689,549014,554084,5139,7808,431830,419653
01,AL,Alabama,1,131387,208163,1659198,714837,23948,33193,219104,135499,25614,45734,291324,142211,18288,35781,213279,98926,13625,22168,166255,73509,15737,23022,241431,81764,34175,48265,527803,182925,119014,189389,1512871,650334,20270,28224,184987,115036,22248,40064,253630,124085,16315,32224,191566,89342,12442,20425,152616,67885,14904,21934,228632,77777,32835,46518,501438,176207,5274,7694,64008,27612,1618,2084,15072,8946,1569,2519,17686,8326,742,1250,8307,3741,443,639,4831,2098,355,483,6947,1654,547,719,11162,2843,5582,8469,73487,29369,1590,2072,15196,8730,1477,2533,18073,8178,817,1542,10444,4150,550,806,6751,2653,424,560,7474,2049,724,956,15546,3605,6791,10305,72838,35132,2088,2897,18921,11732,1889,3137,19619,9946,1156,2015,11268,5433,633,937,6886,2969,409,528,5324,1937,616,791,10817,3111
01,AL,Alabama,2,360895,679503,6941994,6408647,64191,96802,945507,1125107,85815,185657,1506515,1541357,62618,152565,1158858,1126311,42588,83296,846120,769007,40123,65309,901755,718636,65560,95874,1583237,1128228,333849,630920,6442230,5935171,56106,85107,825545,984459,77230,168310,1350332,1389857,58295,142608,1078137,1050665,40152,78816,796440,725956,38583,63019,864646,691558,63483,93060,1527127,1092673,10941,18450,202053,190481,3428,4642,51169,59380,3503,6504,63159,61183,1585,3576,31339,27904,904,1608,17607,15839,616,898,14676,10705,905,1222,24102,15467,11299,19731,221068,197324,3125,4338,47904,53914,3483,6764,66523,61453,1766,4081,35056,30697,1109,1992,22910,19582,778,1140,19002,13757,1038,1416,29670,17919,15747,28852,278696,276151,4960,7357,72057,86734,5102,10583,89659,90046,2557,5876,45664,44947,1327,2488,26769,23467,762,1150,18106,13320,1039,1398,26438,17635
01,AL,Alabama,3,470825,911512,16462769,16967137,52009,76836,1376873,1784828,111488,229814,3525607,3984816,92289,228753,3141042,3335497,73366,146415,2646775,2682181,68094,113141,2657811,2500911,73579,116553,3114658,2678902,438173,851173,15370997,15789513,44866,66304,1190273,1536739,99776,207155,3146938,3559672,86522,214941,2938696,3125113,69920,139976,2517797,2556224,65762,109528,2563665,2415224,71327,113269,3013626,2596539,11877,21148,400872,429183,2856,3997,73886,100036,4460,8197,145927,162650,1889,4593,68093,69517,1068,2022,40759,38990,721,1096,29192,25623,883,1243,43013,32363,13795,25531,476741,499224,2885,4259,75951,100145,4918,9526,162248,179042,2312,5625,85408,85316,1392,2686,55100,50929,1114,1689,45805,40794,1174,1746,52227,42995,18857,34808,615029,678399,4258,6273,110647,147944,6794,13133,216421,246101,3455,8187,116937,125066,2054,3753,73878,75027,1218,1924,48340,44893,1078,1538,48803,39367
01,AL,Alabama,4,255991,536190,15267036,15716004,12446,20882,556852,746725,47985,109757,2589707,2923602,49090,133662,2831089,3008245,47287,102394,2852512,2908318,48116,86231,3049751,2970735,51067,83264,3387123,3158378,238876,501463,14299314,14667033,10482,17715,473381,629068,42108,97437,2279926,2564544,45658,124670,2634840,2797300,44909,97634,2704843,2761734,46328,83292,2931180,2860233,49391,80715,3275141,3054153,6460,12952,359503,394649,798,1150,32084,47836,2505,5008,131443,152589,1275,3521,73289,78433,687,1443,41662,42208,518,842,33389,31869,677,988,47635,41711,8072,16566,467884,496338,807,1307,34293,48526,2763,5783,147478,169443,1584,4381,90583,97557,1055,2157,67455,65205,941,1515,65424,58231,922,1423,62650,57374,9043,18161,499837,552632,1157,1860,49176,69131,3114,6537,162302,189614,1848,4611,105666,113387,1323,2603,80214,81378,847,1424,53146,52270,754,1126,49331,46850
01,AL,Alabama,5,164357,395704,13824983,14251173,3849,7508,236698,326969,26031,70570,1972058,2247982,31666,102452,2585349,2750769,32461,82659,2742678,2819412,33914,67615,2978259,2943736,36436,64900,3309938,3162302,154637,372830,13047156,13409888,3253,6407,202032,276101,23097,63440,1758872,1995221,29499,95712,2414131,2562956,30920,79050,2614420,2685140,32622,65266,2860173,2831444,35246,62955,3197526,3059023,3664,8187,289886,315866,269,415,14867,22975,1270,2785,90535,108605,770,2403,62757,66904,487,1126,41497,42238,418,735,37321,36384,450,723,42907,38758,4910,11396,398554,425420,264,425,15375,22509,1442,3365,105237,124091,1095,3530,87228,95034,715,1701,60595,62483,737,1315,67652,64215,657,1060,62464,57085,4810,11478,379272,415864,332,676,19291,28358,1492,3765,107948,128669,1072,3210,83989,92778,826,1908,67662,71788,555,1034,50433,48076,533,885,49947,46192
01,AL,Alabama,6,246722,664592,31923624,33333379,1548,3153,130747,190574,26261,76355,2896588,3395779,50364,182343,6253676,6791054,58928,177275,7685597,8087939,57461,126104,7707835,7869771,52160,99362,7249179,6998259,232668,627628,30173894,31432894,1276,2634,105905,153515,23278,68553,2583432,3009365,47072,170911,5858017,6345957,55889,168860,7293283,7668164,54822,120639,7335084,7505640,50331,96031,6998170,6750251,5186,13048,650010,711857,108,178,10555,21534,1138,2727,118531,148783,1358,4459,165473,183641,959,2584,125343,133195,835,1700,119696,117447,788,1400,110409,107255,7425,19368,935891,1012781,118,195,12883,18052,1472,3730,158662,193372,1768,6214,215960,238829,1609,4410,210138,224164,1443,2987,201293,200476,1015,1832,136952,137885,6629,17596,813838,887703,154,324,11957,19006,1511,4072,154493,193040,1524,5218,179699,206267,1430,4005,182174,195610,1196,2478,171457,163655,814,1499,114056,110122
01,AL,Alabama,7,77303,220111,30206957,36708593,70,95,47349,50441,3398,10023,881507,1236694,13441,52353,4455389,5513378,20368,70358,7705149,9235877,22443,53241,9304626,11604875,17583,34041,7812935,9067325,73103,208592,28779179,34961112,70,95,47349,50441,3019,9023,790302,1104740,12640,49459,4214377,5199932,19243,66758,7317942,8783990,21220,50485,8865891,11057172,16911,32772,7543316,8764835,1714,4522,741589,844198,0,0,0,0,173,407,108083,61399,397,1377,117291,142506,394,1172,166163,164770,444,988,229472,291792,306,578,120577,183729,2463,6842,790505,993274,0,0,0,0,226,582,54971,76906,524,1907,167215,204660,639,2050,194601,247820,707,1605,236530,317772,367,698,137185,146116,1737,4677,637272,754205,0,0,0,0,153,418,36232,55048,277,987,73796,108786,486,1550,192605,204066,516,1151,202204,229931,305,571,132434,156373
02,AK,Alaska,0,278119,576742,22841896,23772370,33552,45119,881998,1052219,60732,125741,3199175,3536161,53010,152533,4553170,4874064,40450,98027,4430825,4591428,44065,80675,4964724,5036574,46310,74647,4812001,4681922,256981,535469,21619098,22447898,28567,38134,760665,901968,53656,111563,2867777,3158138,49164,141828,4281460,4579341,38373,93546,4246066,4396645,42413,77936,4783621,4855640,44808,72462,4679506,4556163,16233,32852,1094122,1132747,3640,5340,98402,111894,5084,10733,260291,282276,2815,8177,228759,240265,1592,3538,156542,168773,1586,2695,195884,187555,1516,2369,154243,141983,14577,28654,822760,899537,3637,5174,84635,107152,5089,10265,234603,270919,2560,7382,188615,205338,1266,2738,116038,122280,994,1632,111753,109498,1031,1463,87114,84349,6561,12619,400037,424934,1348,1811,36697,43098,1987,3913,96794,107103,1286,3323,83094,89384,811,1743,68719,72502,658,1107,69350,71435,471,722,45380,41409
02,AK,Alaska,1,20358,29932,276657,94920,4226,5111,44283,22188,4363,7040,57251,20471,2754,5121,33651,12092,1914,3121,24037,8660,2574,3507,36176,11422,4527,6032,81257,20084,18485,27271,251592,85734,3654,4429,38022,19093,3826,6223,50205,17869,2477,4620,28881,10821,1749,2873,21835,7972,2434,3329,34792,10760,4345,5797,77854,19217,1105,1557,19604,5867,345,397,4479,2036,283,453,4918,1505,130,240,2437,657,89,124,1745,429,100,135,2429,493,158,208,3593,744,1055,1438,16375,5589,331,397,3859,1877,307,444,4277,1604,134,236,3298,696,81,113,1538,374,83,109,866,428,119,139,2535,608,818,1223,8689,3596,241,285,2402,1218,230,373,2768,998,143,265,1470,574,84,135,663,313,57,69,517,233,63,96,867,258
